,category,price,quantity,order_date,shipping_date,delivery_status,payment_method,device_type,channel,customer_segment,order_month,order_day,order_hour,shipping_month,shipping_day,shipping_hour,delivery_time
1770,Beauty,180.25,1,2024-06-22 14:59:58.897063,2024-06-24 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,VIP,6,22,14,6,24,14,2
1771,Clothing,219.51,2,2024-06-22 14:59:58.897063,2024-06-24 14:59:58.897063,Delivered,Google Pay,Desktop,Social,VIP,6,22,14,6,24,14,2
1772,Electronics,372.7,3,2024-06-23 14:59:58.897063,2024-06-29 14:59:58.897063,Shipped,Debit Card,Mobile,Email,Returning,6,23,14,6,29,14,6
1773,Beauty,49.67,2,2024-06-23 14:59:58.897063,2024-06-29 14:59:58.897063,Delivered,Apple Pay,Mobile,Email,VIP,6,23,14,6,29,14,6
1774,Beauty,427.78,4,2024-06-23 14:59:58.897063,2024-06-25 14:59:58.897063,Shipped,Google Pay,Tablet,Social,VIP,6,23,14,6,25,14,2
1775,Beauty,80.06,1,2024-06-23 14:59:58.897063,2024-06-28 14:59:58.897063,Shipped,PayPal,Desktop,Paid Search,VIP,6,23,14,6,28,14,5
1776,Clothing,466.68,1,2024-06-23 14:59:58.897063,2024-06-24 14:59:58.897063,Pending,Credit Card,Mobile,Email,VIP,6,23,14,6,24,14,1
1777,Beauty,69.68,1,2024-06-23 14:59:58.897063,2024-06-26 14:59:58.897063,Delivered,Google Pay,Desktop,Social,Returning,6,23,14,6,26,14,3
1778,Books,202.44,1,2024-06-23 14:59:58.897063,2024-06-28 14:59:58.897063,Delivered,PayPal,Mobile,Organic,Returning,6,23,14,6,28,14,5
1779,Electronics,336.73,2,2024-06-23 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,VIP,6,23,14,6,30,14,7
1780,Home,28.01,2,2024-06-23 14:59:58.897063,2024-06-28 14:59:58.897063,Delivered,PayPal,Mobile,Paid Search,VIP,6,23,14,6,28,14,5
1781,Clothing,73.14,5,2024-06-23 14:59:58.897063,2024-06-24 14:59:58.897063,Shipped,Apple Pay,Mobile,Social,VIP,6,23,14,6,24,14,1
1782,Electronics,359.85,1,2024-06-23 14:59:58.897063,2024-06-24 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,VIP,6,23,14,6,24,14,1
1783,Home,491.52,3,2024-06-23 14:59:58.897063,2024-06-25 14:59:58.897063,Delivered,PayPal,Tablet,Email,Returning,6,23,14,6,25,14,2
1784,Beauty,182.98,1,2024-06-23 14:59:58.897063,2024-06-26 14:59:58.897063,Pending,PayPal,Mobile,Email,VIP,6,23,14,6,26,14,3
1785,Books,260.58,1,2024-06-23 14:59:58.897063,2024-06-28 14:59:58.897063,Shipped,Google Pay,Tablet,Email,Returning,6,23,14,6,28,14,5
1786,Toys,242.7,2,2024-06-23 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Credit Card,Desktop,Email,VIP,6,23,14,6,27,14,4
1787,Beauty,177.88,4,2024-06-23 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,VIP,6,23,14,6,27,14,4
1788,Electronics,152.68,2,2024-06-23 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,PayPal,Desktop,Paid Search,VIP,6,23,14,6,30,14,7
1789,Toys,136.68,1,2024-06-23 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Apple Pay,Mobile,Organic,VIP,6,23,14,6,30,14,7
1790,Toys,251.16,3,2024-06-23 14:59:58.897063,2024-06-25 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,Returning,6,23,14,6,25,14,2
1791,Beauty,314.23,4,2024-06-23 14:59:58.897063,2024-06-27 14:59:58.897063,Shipped,Debit Card,Tablet,Paid Search,Returning,6,23,14,6,27,14,4
1792,Electronics,214.61,2,2024-06-23 14:59:58.897063,2024-06-29 14:59:58.897063,Delivered,PayPal,Desktop,Email,Returning,6,23,14,6,29,14,6
1793,Books,254.71,1,2024-06-23 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Debit Card,Tablet,Email,VIP,6,23,14,6,27,14,4
1794,Books,356.7,1,2024-06-23 14:59:58.897063,2024-06-28 14:59:58.897063,Pending,Google Pay,Tablet,Paid Search,Returning,6,23,14,6,28,14,5
1795,Home,302.83,2,2024-06-23 14:59:58.897063,2024-06-27 14:59:58.897063,Shipped,Debit Card,Mobile,Email,Returning,6,23,14,6,27,14,4
1796,Toys,345.39,1,2024-06-23 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,Returning,6,23,14,6,27,14,4
1797,Books,233.6,4,2024-06-23 14:59:58.897063,2024-06-24 14:59:58.897063,Delivered,Google Pay,Desktop,Social,VIP,6,23,14,6,24,14,1
1798,Toys,149.37,2,2024-06-23 14:59:58.897063,2024-06-30 14:59:58.897063,Pending,Debit Card,Tablet,Paid Search,Returning,6,23,14,6,30,14,7
1799,Clothing,334.88,2,2024-06-24 14:59:58.897063,2024-06-26 14:59:58.897063,Pending,Credit Card,Desktop,Social,Returning,6,24,14,6,26,14,2
1800,Books,85.21,5,2024-06-24 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,PayPal,Mobile,Email,VIP,6,24,14,6,30,14,6
1801,Toys,365.93,3,2024-06-24 14:59:58.897063,2024-06-26 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,Returning,6,24,14,6,26,14,2
1802,Home,360.47,1,2024-06-24 14:59:58.897063,2024-06-28 14:59:58.897063,Delivered,Debit Card,Desktop,Social,VIP,6,24,14,6,28,14,4
1803,Electronics,395.73,2,2024-06-24 14:59:58.897063,2024-06-28 14:59:58.897063,Delivered,PayPal,Mobile,Paid Search,VIP,6,24,14,6,28,14,4
1804,Home,315.88,1,2024-06-24 14:59:58.897063,2024-06-26 14:59:58.897063,Shipped,PayPal,Desktop,Social,VIP,6,24,14,6,26,14,2
1805,Toys,419.34,2,2024-06-24 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,New,6,24,14,6,30,14,6
1806,Electronics,122.09,3,2024-06-24 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Credit Card,Desktop,Paid Search,Returning,6,24,14,6,27,14,3
1807,Toys,113.98,2,2024-06-24 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Debit Card,Tablet,Organic,Returning,6,24,14,6,27,14,3
1808,Toys,23.88,2,2024-06-24 14:59:58.897063,2024-06-30 14:59:58.897063,Shipped,Credit Card,Tablet,Organic,Returning,6,24,14,6,30,14,6
1809,Toys,74.41,1,2024-06-24 14:59:58.897063,2024-06-25 14:59:58.897063,Delivered,Credit Card,Mobile,Email,VIP,6,24,14,6,25,14,1
1810,Books,127.7,1,2024-06-24 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,Returning,6,24,14,6,30,14,6
1811,Electronics,161.3,2,2024-06-24 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,PayPal,Mobile,Organic,VIP,6,24,14,6,30,14,6
1812,Toys,442.1,4,2024-06-24 14:59:58.897063,2024-06-26 14:59:58.897063,Delivered,Apple Pay,Desktop,Email,VIP,6,24,14,6,26,14,2
1813,Electronics,163.12,3,2024-06-24 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Google Pay,Desktop,Paid Search,VIP,6,24,14,7,1,14,7
1814,Books,39.61,1,2024-06-24 14:59:58.897063,2024-06-26 14:59:58.897063,Delivered,Google Pay,Mobile,Social,VIP,6,24,14,6,26,14,2
1815,Clothing,407.51,2,2024-06-24 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Debit Card,Mobile,Social,Returning,6,24,14,6,27,14,3
1816,Beauty,265.58,1,2024-06-24 14:59:58.897063,2024-06-27 14:59:58.897063,Returned,Google Pay,Desktop,Email,VIP,6,24,14,6,27,14,3
1817,Books,96.0,3,2024-06-24 14:59:58.897063,2024-07-01 14:59:58.897063,Shipped,Credit Card,Mobile,Social,VIP,6,24,14,7,1,14,7
1818,Home,292.17,4,2024-06-24 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,PayPal,Desktop,Organic,VIP,6,24,14,6,27,14,3
1819,Clothing,321.54,1,2024-06-24 14:59:58.897063,2024-06-28 14:59:58.897063,Shipped,Debit Card,Desktop,Social,VIP,6,24,14,6,28,14,4
1820,Beauty,416.6,3,2024-06-24 14:59:58.897063,2024-06-25 14:59:58.897063,Shipped,Credit Card,Desktop,Social,Returning,6,24,14,6,25,14,1
1821,Beauty,48.8,2,2024-06-24 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,New,6,24,14,6,27,14,3
1822,Clothing,215.68,1,2024-06-24 14:59:58.897063,2024-06-26 14:59:58.897063,Delivered,Debit Card,Desktop,Social,Returning,6,24,14,6,26,14,2
1823,Electronics,60.73,3,2024-06-24 14:59:58.897063,2024-06-25 14:59:58.897063,Shipped,Google Pay,Mobile,Email,VIP,6,24,14,6,25,14,1
1824,Toys,490.63,3,2024-06-24 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,VIP,6,24,14,6,27,14,3
1825,Electronics,432.39,1,2024-06-25 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,Returning,6,25,14,6,30,14,5
1826,Beauty,211.66,1,2024-06-25 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,VIP,6,25,14,6,30,14,5
1827,Beauty,174.29,1,2024-06-25 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,VIP,6,25,14,7,1,14,6
1828,Books,48.38,5,2024-06-25 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,VIP,6,25,14,7,1,14,6
1829,Clothing,240.36,2,2024-06-25 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,VIP,6,25,14,6,27,14,2
1830,Electronics,23.17,4,2024-06-25 14:59:58.897063,2024-06-30 14:59:58.897063,Shipped,Apple Pay,Tablet,Social,Returning,6,25,14,6,30,14,5
1831,Home,304.81,3,2024-06-25 14:59:58.897063,2024-06-26 14:59:58.897063,Delivered,Credit Card,Tablet,Social,Returning,6,25,14,6,26,14,1
1832,Clothing,124.8,1,2024-06-25 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,Returning,6,25,14,7,1,14,6
1833,Books,335.97,2,2024-06-25 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Google Pay,Mobile,Email,VIP,6,25,14,7,1,14,6
1834,Home,230.09,1,2024-06-25 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,New,6,25,14,6,27,14,2
1835,Beauty,381.59,2,2024-06-25 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,PayPal,Desktop,Organic,Returning,6,25,14,7,2,14,7
1836,Toys,299.93,1,2024-06-25 14:59:58.897063,2024-07-02 14:59:58.897063,Pending,Credit Card,Tablet,Email,VIP,6,25,14,7,2,14,7
1837,Home,60.63,4,2024-06-25 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,Returning,6,25,14,7,1,14,6
1838,Beauty,225.75,1,2024-06-25 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Debit Card,Tablet,Email,Returning,6,25,14,7,2,14,7
1839,Clothing,458.31,1,2024-06-25 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,PayPal,Tablet,Social,VIP,6,25,14,6,30,14,5
1840,Beauty,144.63,2,2024-06-25 14:59:58.897063,2024-06-26 14:59:58.897063,Delivered,Credit Card,Desktop,Social,Returning,6,25,14,6,26,14,1
1841,Beauty,120.95,2,2024-06-26 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,VIP,6,26,14,7,2,14,6
1842,Books,166.42,3,2024-06-26 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,VIP,6,26,14,7,2,14,6
1843,Books,167.37,6,2024-06-26 14:59:58.897063,2024-07-02 14:59:58.897063,Pending,Credit Card,Desktop,Email,VIP,6,26,14,7,2,14,6
1844,Electronics,9.76,1,2024-06-26 14:59:58.897063,2024-06-29 14:59:58.897063,Pending,Google Pay,Desktop,Organic,Returning,6,26,14,6,29,14,3
1845,Beauty,379.39,1,2024-06-26 14:59:58.897063,2024-07-01 14:59:58.897063,Pending,Debit Card,Mobile,Organic,Returning,6,26,14,7,1,14,5
1846,Beauty,236.93,2,2024-06-26 14:59:58.897063,2024-06-28 14:59:58.897063,Shipped,Apple Pay,Desktop,Organic,Returning,6,26,14,6,28,14,2
1847,Home,126.41,6,2024-06-26 14:59:58.897063,2024-06-30 14:59:58.897063,Shipped,Credit Card,Mobile,Paid Search,VIP,6,26,14,6,30,14,4
1848,Books,65.51,2,2024-06-26 14:59:58.897063,2024-06-29 14:59:58.897063,Delivered,Credit Card,Mobile,Social,VIP,6,26,14,6,29,14,3
1849,Beauty,483.49,1,2024-06-26 14:59:58.897063,2024-06-28 14:59:58.897063,Pending,Debit Card,Desktop,Social,VIP,6,26,14,6,28,14,2
1850,Toys,257.95,1,2024-06-26 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Google Pay,Desktop,Email,Returning,6,26,14,6,27,14,1
1851,Electronics,342.81,2,2024-06-26 14:59:58.897063,2024-06-29 14:59:58.897063,Delivered,Google Pay,Tablet,Social,Returning,6,26,14,6,29,14,3
1852,Clothing,469.17,2,2024-06-26 14:59:58.897063,2024-06-28 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,Returning,6,26,14,6,28,14,2
1853,Home,320.28,3,2024-06-26 14:59:58.897063,2024-07-03 14:59:58.897063,Shipped,Google Pay,Desktop,Organic,New,6,26,14,7,3,14,7
1854,Electronics,215.06,2,2024-06-26 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,Returning,6,26,14,7,3,14,7
1855,Books,420.46,1,2024-06-26 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,VIP,6,26,14,6,30,14,4
1856,Toys,13.78,1,2024-06-26 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,VIP,6,26,14,6,30,14,4
1857,Clothing,309.39,1,2024-06-26 14:59:58.897063,2024-06-28 14:59:58.897063,Returned,Credit Card,Mobile,Paid Search,Returning,6,26,14,6,28,14,2
1858,Toys,188.22,3,2024-06-26 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,PayPal,Desktop,Paid Search,Returning,6,26,14,7,3,14,7
1859,Clothing,38.83,1,2024-06-26 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Apple Pay,Desktop,Email,VIP,6,26,14,6,30,14,4
1860,Books,217.14,1,2024-06-26 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,PayPal,Mobile,Email,VIP,6,26,14,6,27,14,1
1861,Electronics,73.12,3,2024-06-26 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,PayPal,Mobile,Email,VIP,6,26,14,7,3,14,7
1862,Toys,388.67,4,2024-06-26 14:59:58.897063,2024-07-02 14:59:58.897063,Pending,Debit Card,Desktop,Paid Search,Returning,6,26,14,7,2,14,6
1863,Clothing,16.39,2,2024-06-26 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Credit Card,Mobile,Paid Search,Returning,6,26,14,7,2,14,6
1864,Electronics,47.41,2,2024-06-26 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Debit Card,Desktop,Email,Returning,6,26,14,6,30,14,4
1865,Home,358.67,1,2024-06-26 14:59:58.897063,2024-06-30 14:59:58.897063,Returned,Debit Card,Mobile,Email,Returning,6,26,14,6,30,14,4
1866,Clothing,410.35,6,2024-06-26 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,Returning,6,26,14,7,1,14,5
1867,Clothing,432.35,4,2024-06-26 14:59:58.897063,2024-06-28 14:59:58.897063,Delivered,PayPal,Tablet,Organic,Returning,6,26,14,6,28,14,2
1868,Toys,404.49,5,2024-06-26 14:59:58.897063,2024-06-27 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,VIP,6,26,14,6,27,14,1
1869,Home,39.18,1,2024-06-26 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Google Pay,Tablet,Email,VIP,6,26,14,6,30,14,4
1870,Electronics,372.72,2,2024-06-27 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,New,6,27,14,7,3,14,6
1871,Toys,160.96,2,2024-06-27 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,PayPal,Mobile,Organic,Returning,6,27,14,6,30,14,3
1872,Home,205.76,1,2024-06-27 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Google Pay,Desktop,Email,VIP,6,27,14,7,3,14,6
1873,Home,145.25,1,2024-06-27 14:59:58.897063,2024-06-29 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,Returning,6,27,14,6,29,14,2
1874,Electronics,55.91,1,2024-06-27 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Google Pay,Mobile,Social,Returning,6,27,14,7,4,14,7
1875,Electronics,380.22,1,2024-06-27 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,VIP,6,27,14,7,3,14,6
1876,Books,129.64,2,2024-06-27 14:59:58.897063,2024-07-03 14:59:58.897063,Shipped,Debit Card,Desktop,Social,Returning,6,27,14,7,3,14,6
1877,Clothing,154.24,3,2024-06-27 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,VIP,6,27,14,6,30,14,3
1878,Electronics,156.54,1,2024-06-27 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Apple Pay,Mobile,Organic,Returning,6,27,14,6,30,14,3
1879,Home,157.34,1,2024-06-27 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Credit Card,Mobile,Social,New,6,27,14,7,4,14,7
1880,Toys,469.7,1,2024-06-27 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,PayPal,Mobile,Social,VIP,6,27,14,6,30,14,3
1881,Books,391.87,1,2024-06-27 14:59:58.897063,2024-06-29 14:59:58.897063,Delivered,Credit Card,Tablet,Social,VIP,6,27,14,6,29,14,2
1882,Home,262.91,1,2024-06-27 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,Returning,6,27,14,6,30,14,3
1883,Electronics,327.88,2,2024-06-27 14:59:58.897063,2024-06-30 14:59:58.897063,Shipped,Credit Card,Tablet,Paid Search,VIP,6,27,14,6,30,14,3
1884,Beauty,168.6,1,2024-06-27 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Debit Card,Tablet,Email,VIP,6,27,14,7,2,14,5
1885,Beauty,400.16,1,2024-06-27 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,Returning,6,27,14,7,3,14,6
1886,Books,391.97,4,2024-06-27 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Credit Card,Mobile,Email,VIP,6,27,14,7,4,14,7
1887,Beauty,376.79,1,2024-06-27 14:59:58.897063,2024-06-28 14:59:58.897063,Delivered,Credit Card,Desktop,Social,VIP,6,27,14,6,28,14,1
1888,Toys,446.93,3,2024-06-27 14:59:58.897063,2024-06-28 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,New,6,27,14,6,28,14,1
1889,Toys,101.25,4,2024-06-27 14:59:58.897063,2024-07-04 14:59:58.897063,Shipped,Apple Pay,Tablet,Paid Search,VIP,6,27,14,7,4,14,7
1890,Beauty,258.38,1,2024-06-27 14:59:58.897063,2024-07-03 14:59:58.897063,Returned,Apple Pay,Mobile,Paid Search,VIP,6,27,14,7,3,14,6
1891,Home,265.33,3,2024-06-27 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,VIP,6,27,14,7,2,14,5
1892,Electronics,138.84,1,2024-06-27 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Google Pay,Tablet,Organic,VIP,6,27,14,7,4,14,7
1893,Beauty,98.09,4,2024-06-27 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Credit Card,Tablet,Paid Search,Returning,6,27,14,7,4,14,7
1894,Home,458.1,3,2024-06-28 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,PayPal,Mobile,Organic,Returning,6,28,14,7,3,14,5
1895,Electronics,372.47,2,2024-06-28 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Google Pay,Desktop,Email,Returning,6,28,14,7,2,14,4
1896,Beauty,186.58,1,2024-06-28 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Debit Card,Desktop,Organic,VIP,6,28,14,7,2,14,4
1897,Books,398.35,2,2024-06-28 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Credit Card,Desktop,Social,Returning,6,28,14,6,30,14,2
1898,Electronics,56.94,2,2024-06-28 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,PayPal,Tablet,Email,Returning,6,28,14,6,30,14,2
1899,Electronics,285.6,5,2024-06-28 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,PayPal,Mobile,Email,New,6,28,14,7,4,14,6
1900,Electronics,365.97,2,2024-06-28 14:59:58.897063,2024-07-01 14:59:58.897063,Shipped,Credit Card,Tablet,Social,VIP,6,28,14,7,1,14,3
1901,Home,454.93,4,2024-06-28 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,Returning,6,28,14,7,1,14,3
1902,Electronics,491.5,2,2024-06-28 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,Returning,6,28,14,7,4,14,6
1903,Toys,356.86,2,2024-06-28 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,VIP,6,28,14,7,2,14,4
1904,Beauty,94.98,2,2024-06-28 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Debit Card,Desktop,Organic,Returning,6,28,14,7,4,14,6
1905,Electronics,123.32,1,2024-06-28 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,Returning,6,28,14,7,4,14,6
1906,Beauty,127.97,3,2024-06-28 14:59:58.897063,2024-07-03 14:59:58.897063,Shipped,Credit Card,Tablet,Organic,VIP,6,28,14,7,3,14,5
1907,Toys,158.97,4,2024-06-28 14:59:58.897063,2024-06-29 14:59:58.897063,Shipped,Credit Card,Tablet,Organic,Returning,6,28,14,6,29,14,1
1908,Toys,12.87,2,2024-06-28 14:59:58.897063,2024-06-29 14:59:58.897063,Delivered,PayPal,Mobile,Email,VIP,6,28,14,6,29,14,1
1909,Beauty,199.55,2,2024-06-28 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Apple Pay,Desktop,Email,Returning,6,28,14,7,4,14,6
1910,Beauty,375.38,2,2024-06-28 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Debit Card,Tablet,Organic,Returning,6,28,14,7,1,14,3
1911,Electronics,121.89,2,2024-06-28 14:59:58.897063,2024-07-05 14:59:58.897063,Shipped,PayPal,Tablet,Email,VIP,6,28,14,7,5,14,7
1912,Electronics,312.08,4,2024-06-28 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Debit Card,Desktop,Organic,VIP,6,28,14,7,4,14,6
1913,Books,372.9,1,2024-06-28 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Credit Card,Mobile,Organic,VIP,6,28,14,7,2,14,4
1914,Electronics,93.77,2,2024-06-28 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,VIP,6,28,14,7,2,14,4
1915,Books,329.07,4,2024-06-28 14:59:58.897063,2024-07-05 14:59:58.897063,Shipped,Google Pay,Tablet,Social,Returning,6,28,14,7,5,14,7
1916,Electronics,208.85,6,2024-06-28 14:59:58.897063,2024-07-04 14:59:58.897063,Returned,Google Pay,Desktop,Email,VIP,6,28,14,7,4,14,6
1917,Beauty,431.34,1,2024-06-28 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Google Pay,Mobile,Organic,VIP,6,28,14,7,2,14,4
1918,Toys,465.7,5,2024-06-28 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,PayPal,Tablet,Email,VIP,6,28,14,7,4,14,6
1919,Toys,143.65,2,2024-06-28 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Credit Card,Desktop,Social,Returning,6,28,14,7,4,14,6
1920,Beauty,314.48,3,2024-06-28 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Google Pay,Tablet,Email,Returning,6,28,14,7,3,14,5
1921,Toys,364.79,2,2024-06-28 14:59:58.897063,2024-07-05 14:59:58.897063,Pending,Google Pay,Desktop,Email,VIP,6,28,14,7,5,14,7
1922,Beauty,300.51,2,2024-06-28 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Debit Card,Tablet,Social,VIP,6,28,14,7,4,14,6
1923,Beauty,19.71,1,2024-06-28 14:59:58.897063,2024-06-29 14:59:58.897063,Delivered,PayPal,Desktop,Organic,Returning,6,28,14,6,29,14,1
1924,Electronics,367.41,1,2024-06-29 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Debit Card,Desktop,Social,Returning,6,29,14,7,5,14,6
1925,Clothing,120.8,2,2024-06-29 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Google Pay,Mobile,Email,Returning,6,29,14,7,2,14,3
1926,Home,80.87,2,2024-06-29 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,VIP,6,29,14,7,2,14,3
1927,Clothing,305.75,1,2024-06-29 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,VIP,6,29,14,7,3,14,4
1928,Electronics,303.14,3,2024-06-29 14:59:58.897063,2024-07-05 14:59:58.897063,Shipped,Google Pay,Desktop,Email,VIP,6,29,14,7,5,14,6
1929,Home,472.91,3,2024-06-29 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Debit Card,Desktop,Organic,Returning,6,29,14,7,5,14,6
1930,Clothing,235.3,1,2024-06-29 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,Returning,6,29,14,7,6,14,7
1931,Home,356.99,2,2024-06-29 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,Returning,6,29,14,6,30,14,1
1932,Electronics,76.86,1,2024-06-29 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Debit Card,Desktop,Organic,VIP,6,29,14,7,4,14,5
1933,Clothing,133.08,3,2024-06-29 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Debit Card,Tablet,Social,VIP,6,29,14,7,6,14,7
1934,Toys,30.1,3,2024-06-29 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Credit Card,Desktop,Paid Search,VIP,6,29,14,7,1,14,2
1935,Electronics,236.92,5,2024-06-29 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Google Pay,Mobile,Email,VIP,6,29,14,6,30,14,1
1936,Electronics,114.7,2,2024-06-29 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Credit Card,Mobile,Organic,VIP,6,29,14,7,1,14,2
